unit_id,source_id,journal,year,unit_type,severity,claim_target,cluster,non_verbatim_index
unit_002637,nature_remote_sensing_review_0037,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002638,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002639,nature_remote_sensing_review_0037,Nature Communications,2025,contribution_assessment,minor,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_002640,nature_remote_sensing_review_0037,Nature Communications,2025,contribution_assessment,moderate,"product validity, model performance","Concern resolution, code, publication readiness, and reproducibility",true
unit_002641,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002642,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,global generalization,"Spatial data, resolution, and product coverage",true
unit_002643,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002644,nature_remote_sensing_review_0037,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002645,nature_remote_sensing_review_0037,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002646,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002647,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002648,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_002649,nature_remote_sensing_review_0037,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002650,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002651,nature_remote_sensing_review_0037,Nature Communications,2025,minor_comment,minor,model performance,"Urban, inter-city, and SDG-impact interpretation",true
unit_002652,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,"product validity, model performance","Methods, results, discussion structure, and explanatory clarity",true
unit_002653,nature_remote_sensing_review_0037,Nature Communications,2025,figure_or_table_comment,minor,figure evidence,"Spatial data, resolution, and product coverage",true
unit_002654,nature_remote_sensing_review_0037,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002655,nature_remote_sensing_review_0037,Nature Communications,2025,contribution_assessment,moderate,"global generalization, methodological support","Spatial data, resolution, and product coverage",true
unit_002656,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002657,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002658,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002659,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002660,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002661,nature_remote_sensing_review_0037,Nature Communications,2025,major_concern,major,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002662,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_002663,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_002664,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_002665,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002666,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,major,model performance,"Machine learning, model performance, and generalization",true
unit_002667,nature_remote_sensing_review_0037,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002668,nature_remote_sensing_review_0037,Nature Communications,2025,contribution_assessment,minor,model performance,"Machine learning, model performance, and generalization",true
unit_002669,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002670,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002671,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_002672,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002673,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002674,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002675,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002676,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002677,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,global generalization,"Machine learning, model performance, and generalization",true
unit_002678,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,"trend interpretation, global generalization, methodological support","Long-term time series, climate variability, and trend interpretation",true
unit_002679,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,"global generalization, methodological support","Figures, extended data, and evidentiary display",true
unit_002680,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,product validity,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002681,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002682,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,"product validity, figure evidence, methodological support","Spatial data, resolution, and product coverage",true
unit_002683,nature_remote_sensing_review_0037,Nature Communications,2025,contribution_assessment,moderate,product validity,"Figures, extended data, and evidentiary display",true
unit_002684,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,global generalization,"Spatial data, resolution, and product coverage",true
unit_002685,nature_remote_sensing_review_0037,Nature Communications,2025,contribution_assessment,major,"product validity, algorithm validity","Machine learning, model performance, and generalization",true
unit_002686,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,"global generalization, product validity","Figures, extended data, and evidentiary display",true
unit_002687,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,trend interpretation,"Long-term time series, climate variability, and trend interpretation",true
unit_002688,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002689,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002690,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002691,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002692,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002693,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002694,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002695,nature_remote_sensing_review_0037,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002696,nature_remote_sensing_review_0037,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002697,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002698,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,product validity,"Methods, results, discussion structure, and explanatory clarity",true
unit_002699,nature_remote_sensing_review_0037,Nature Communications,2025,line_comment,moderate,"product validity, methodological support","Methods, results, discussion structure, and explanatory clarity",true
unit_002700,nature_remote_sensing_review_0037,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002701,nature_remote_sensing_review_0037,Nature Communications,2025,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002702,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002703,nature_remote_sensing_review_0037,Nature Communications,2025,revision_assessment,major,novelty claim,"Remote-sensing context, citation positioning, and prior work",true
unit_002704,nature_remote_sensing_review_0037,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002705,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,moderate,"global generalization, novelty claim, model performance","Spatial data, resolution, and product coverage",true
unit_002706,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,major,model performance,"Machine learning, model performance, and generalization",true
unit_002707,nature_remote_sensing_review_0038,Nature Communications,2025,figure_or_table_comment,moderate,"model performance, figure evidence","Long-term time series, climate variability, and trend interpretation",true
unit_002708,nature_remote_sensing_review_0038,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002709,nature_remote_sensing_review_0038,Nature Communications,2025,figure_or_table_comment,minor,"model performance, figure evidence","Figures, extended data, and evidentiary display",true
unit_002710,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002711,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,moderate,"novelty claim, model performance","Machine learning, model performance, and generalization",true
unit_002712,nature_remote_sensing_review_0038,Nature Communications,2025,major_concern,major,model performance,"Long-term time series, climate variability, and trend interpretation",true
unit_002713,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,moderate,"trend interpretation, model performance, figure evidence","Long-term time series, climate variability, and trend interpretation",true
unit_002714,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002715,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,"global generalization, methodological support","Methods, results, discussion structure, and explanatory clarity",true
unit_002716,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Machine learning, model performance, and generalization",true
unit_002717,nature_remote_sensing_review_0038,Nature Communications,2025,minor_comment,minor,product validity,"Machine learning, model performance, and generalization",true
unit_002718,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,model performance,"Machine learning, model performance, and generalization",true
unit_002719,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002720,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002721,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002722,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002723,nature_remote_sensing_review_0038,Nature Communications,2025,revision_assessment,major,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002724,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002725,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,model performance,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_002726,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,"causal or attribution claim, model performance, methodological support","Methods, results, discussion structure, and explanatory clarity",true
unit_002727,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,methodological support,"Remote-sensing context, citation positioning, and prior work",true
unit_002728,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_002729,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002730,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002731,nature_remote_sensing_review_0038,Nature Communications,2025,line_comment,moderate,methodological support,"Spatial data, resolution, and product coverage",true
unit_002732,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,minor,methodological support,"Spatial data, resolution, and product coverage",true
unit_002733,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,moderate,"model performance, methodological support","Spatial data, resolution, and product coverage",true
unit_002734,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002735,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002736,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,model performance,"Methods, results, discussion structure, and explanatory clarity",true
unit_002737,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,"global generalization, model performance","Methods, results, discussion structure, and explanatory clarity",true
unit_002738,nature_remote_sensing_review_0038,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002739,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002740,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002741,nature_remote_sensing_review_0038,Nature Communications,2025,contribution_assessment,moderate,model performance,"Spatial data, resolution, and product coverage",true
unit_002742,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002743,nature_remote_sensing_review_0038,Nature Communications,2025,minor_comment,minor,model performance,"Machine learning, model performance, and generalization",true
unit_002744,nature_remote_sensing_review_0038,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002745,nature_remote_sensing_review_0038,Nature Communications,2025,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002746,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,minor,"global generalization, novelty claim, model performance","Spatial data, resolution, and product coverage",true
unit_002747,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_002748,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,moderate,model performance,"Spatial data, resolution, and product coverage",true
unit_002749,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,table evidence,"Spatial data, resolution, and product coverage",true
unit_002750,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002751,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_002752,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002753,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_002754,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002755,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002756,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,C3/C4 vegetation coverage and biome classification,true
unit_002757,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002758,nature_remote_sensing_review_0039,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002759,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002760,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002761,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002762,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002763,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,uncertainty claim,"Methods, results, discussion structure, and explanatory clarity",true
unit_002764,nature_remote_sensing_review_0039,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002765,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002766,nature_remote_sensing_review_0039,Nature Communications,2025,figure_or_table_comment,moderate,manuscript claim or supporting evidence,"Figures, extended data, and evidentiary display",true
unit_002767,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,C3/C4 vegetation coverage and biome classification,true
unit_002768,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002769,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002770,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,model performance,"Machine learning, model performance, and generalization",true
unit_002771,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,C3/C4 vegetation coverage and biome classification,true
unit_002772,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Machine learning, model performance, and generalization",true
unit_002773,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002774,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002775,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Urban, inter-city, and SDG-impact interpretation",true
unit_002776,nature_remote_sensing_review_0039,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002777,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,moderate,global generalization,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_002778,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,model performance,"River, water storage, sediment, tidal, and hydraulic interpretation",true
unit_002779,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002780,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Tree cover, land cover, land-use change, and mapping definitions",true
unit_002781,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002782,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_002783,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002784,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Remote-sensing context, citation positioning, and prior work",true
unit_002785,nature_remote_sensing_review_0039,Nature Communications,2025,figure_or_table_comment,moderate,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002786,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002787,nature_remote_sensing_review_0039,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Spatial data, resolution, and product coverage",true
unit_002788,nature_remote_sensing_review_0039,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002789,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002790,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002791,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,major,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002792,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002793,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,minor,uncertainty claim,"Figures, extended data, and evidentiary display",true
unit_002794,nature_remote_sensing_review_0039,Nature Communications,2025,minor_comment,minor,uncertainty claim,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002795,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,moderate,global generalization,"Amazon, forest cover, land-use pressure, and forest resilience",true
unit_002796,nature_remote_sensing_review_0039,Nature Communications,2025,contribution_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002797,nature_remote_sensing_review_0039,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002798,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,moderate,"novelty claim, figure evidence, table evidence","Spatial data, resolution, and product coverage",true
unit_002799,nature_remote_sensing_review_0040,Nature Communications,2025,revision_assessment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002800,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002801,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,figure evidence,"Figures, extended data, and evidentiary display",true
unit_002802,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,methodological support,"Remote-sensing context, citation positioning, and prior work",true
unit_002803,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,moderate,"model performance, figure evidence, methodological support","Figures, extended data, and evidentiary display",true
unit_002804,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
unit_002805,nature_remote_sensing_review_0040,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Concern resolution, code, publication readiness, and reproducibility",true
unit_002806,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,minor,methodological support,"Methods, results, discussion structure, and explanatory clarity",true
unit_002807,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002808,nature_remote_sensing_review_0040,Nature Communications,2025,line_comment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002809,nature_remote_sensing_review_0040,Nature Communications,2025,line_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002810,nature_remote_sensing_review_0040,Nature Communications,2025,line_comment,major,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_002811,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,"global generalization, table evidence","Spatial data, resolution, and product coverage",true
unit_002812,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,moderate,"global generalization, novelty claim, methodological support","Spatial data, resolution, and product coverage",true
unit_002813,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002814,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002815,nature_remote_sensing_review_0040,Nature Communications,2025,contribution_assessment,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002816,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_002817,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002818,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,manuscript claim or supporting evidence,"Methods, results, discussion structure, and explanatory clarity",true
unit_002819,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,causal or attribution claim,"Remote-sensing context, citation positioning, and prior work",true
unit_002820,nature_remote_sensing_review_0040,Nature Communications,2025,minor_comment,minor,manuscript claim or supporting evidence,"Sea level, vertical land motion, InSAR, and coastal elevation change",true
unit_002821,nature_remote_sensing_review_0040,Nature Communications,2025,moderate_concern,moderate,global generalization,"Methods, results, discussion structure, and explanatory clarity",true
unit_002822,nature_remote_sensing_review_0040,Nature Communications,2025,figure_or_table_comment,moderate,table evidence,"Figures, extended data, and evidentiary display",true
