pattern_id,gate_id,gate_name,pattern_type,severity_default,reviewer_concern,common_triggers,common_issue_labels,subfield_signals,evidence_expected,claim_language_risk,source_unit_count,source_article_count,source_journals,source_doi_examples,copyright_note
CECO-P0059,mechanism_claim_gate,Mechanistic explanation and causal language gate,abstracted_reviewer_concern,major,"If multiple mechanisms could produce the observed pattern, the manuscript should test or discuss alternatives.",cause; because; drive; explain; driver; process; feedback; mechanism; pathway; causal; mediator,causal overclaim; mechanism/claim; sampling/representativeness; uncertainty; assumption/parameterization; figure/table clarity,forest; climate; biodiversity; species; warming; ecosystem; carbon; nitrogen; soil; conservation,direct mechanism evidence; alternative explanations; causal language calibration; pathway tests,using mechanism or driver language without distinguishing hypothesis from evidence,389,55,Nature:289; Nature Communications:64; Nature Ecology & Evolution:36,10.1038/s41467-024-46263-2; 10.1038/s41467-024-46282-z; 10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-63428-9,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0060,mechanism_claim_gate,Mechanistic explanation and causal language gate,issue_cluster,major,"For Mechanistic explanation and causal language gate, reviewers repeatedly flag causal overclaim when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",cause; because; drive; explain; driver; process; feedback; mechanism; pathway; causal,causal overclaim,forest; climate; biodiversity; species; warming; ecosystem; carbon; nitrogen,direct mechanism evidence; alternative explanations; causal language calibration; pathway tests,using mechanism or driver language without distinguishing hypothesis from evidence,228,44,Nature:154; Nature Communications:42; Nature Ecology & Evolution:32,10.1038/s41467-024-46263-2; 10.1038/s41467-024-46282-z; 10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-63428-9; 10.1038/s41467-025-67125-5,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0061,mechanism_claim_gate,Mechanistic explanation and causal language gate,issue_cluster,major,"For Mechanistic explanation and causal language gate, reviewers repeatedly flag mechanism/claim when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",cause; because; drive; explain; driver; process; feedback; mechanism; pathway; causal,mechanism/claim,forest; climate; biodiversity; species; warming; ecosystem; carbon; nitrogen,direct mechanism evidence; alternative explanations; causal language calibration; pathway tests,using mechanism or driver language without distinguishing hypothesis from evidence,54,29,Nature:43; Nature Communications:10; Nature Ecology & Evolution:1,10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-63428-9; 10.1038/s41467-025-68187-1; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07083-y,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0062,mechanism_claim_gate,Mechanistic explanation and causal language gate,issue_cluster,major,"For Mechanistic explanation and causal language gate, reviewers repeatedly flag sampling/representativeness when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",cause; because; drive; explain; driver; process; feedback; mechanism; pathway; causal,sampling/representativeness,forest; climate; biodiversity; species; warming; ecosystem; carbon; nitrogen,direct mechanism evidence; alternative explanations; causal language calibration; pathway tests,using mechanism or driver language without distinguishing hypothesis from evidence,54,25,Nature:45; Nature Communications:7; Nature Ecology & Evolution:2,10.1038/s41467-024-48640-3; 10.1038/s41467-025-63246-z; 10.1038/s41559-025-02911-4; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-07878-z; 10.1038/s41586-024-08174-6,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0063,mechanism_claim_gate,Mechanistic explanation and causal language gate,issue_cluster,major,"For Mechanistic explanation and causal language gate, reviewers repeatedly flag uncertainty when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",cause; because; drive; explain; driver; process; feedback; mechanism; pathway; causal,uncertainty,forest; climate; biodiversity; species; warming; ecosystem; carbon; nitrogen,direct mechanism evidence; alternative explanations; causal language calibration; pathway tests,using mechanism or driver language without distinguishing hypothesis from evidence,21,16,Nature:15; Nature Communications:5; Nature Ecology & Evolution:1,10.1038/s41467-024-46263-2; 10.1038/s41467-024-46282-z; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07274-7; 10.1038/s41586-024-07629-0,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0064,mechanism_claim_gate,Mechanistic explanation and causal language gate,issue_cluster,major,"For Mechanistic explanation and causal language gate, reviewers repeatedly flag assumption/parameterization when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",cause; because; drive; explain; driver; process; feedback; mechanism; pathway; causal,assumption/parameterization,forest; climate; biodiversity; species; warming; ecosystem; carbon; nitrogen,direct mechanism evidence; alternative explanations; causal language calibration; pathway tests,using mechanism or driver language without distinguishing hypothesis from evidence,17,10,Nature:17,10.1038/s41586-024-07083-y; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-07714-4; 10.1038/s41586-024-08313-z; 10.1038/s41586-025-08665-0; 10.1038/s41586-025-09450-9; 10.1038/s41586-025-09806-1; 10.1038/s41586-026-10456-0,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0065,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",abstracted_reviewer_concern,major,"A Nature-level manuscript must state the conceptual advance beyond known patterns, not only provide a larger dataset or familiar result.",new; nature; general; impact; interesting; significant; substantial; novel; broad; importance; advance; scope,novelty/significance; novelty/scope; uncertainty; definition/scope; sampling/representativeness; figure/table clarity,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil; conservation; ocean,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,377,53,Nature:271; Nature Communications:54; Nature Ecology & Evolution:52,10.1038/s41467-024-46263-2; 10.1038/s41467-024-46282-z; 10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-67676-7,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0066,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",abstracted_reviewer_concern,major,"The title, abstract, and discussion should avoid over-generalizing beyond the system, time period, taxa, or model domain actually studied.",new; nature; general; impact; interesting; significant; substantial; novel; broad; importance; advance; scope,novelty/significance; novelty/scope; uncertainty; definition/scope; sampling/representativeness; figure/table clarity,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil; conservation; ocean,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,377,53,Nature:271; Nature Communications:54; Nature Ecology & Evolution:52,10.1038/s41467-024-46263-2; 10.1038/s41467-024-46282-z; 10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-67676-7,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0067,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",abstracted_reviewer_concern,major,The manuscript should explain why the result changes understanding rather than merely confirming expectations.,new; nature; general; impact; interesting; significant; substantial; novel; broad; importance; advance; scope,novelty/significance; novelty/scope; uncertainty; definition/scope; sampling/representativeness; figure/table clarity,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil; conservation; ocean,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,377,53,Nature:271; Nature Communications:54; Nature Ecology & Evolution:52,10.1038/s41467-024-46263-2; 10.1038/s41467-024-46282-z; 10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-67676-7,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0068,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",issue_cluster,major,"For Novelty, scope and Nature-level significance gate, reviewers repeatedly flag novelty/significance when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",new; nature; general; impact; interesting; significant; substantial; novel; broad; importance,novelty/significance,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,134,43,Nature:89; Nature Ecology & Evolution:27; Nature Communications:18,10.1038/s41467-024-46263-2; 10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-68187-1; 10.1038/s41559-025-02664-0; 10.1038/s41559-025-02746-z,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0069,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",issue_cluster,major,"For Novelty, scope and Nature-level significance gate, reviewers repeatedly flag novelty/scope when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",new; nature; general; impact; interesting; significant; substantial; novel; broad; importance,novelty/scope,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,106,36,Nature:80; Nature Communications:15; Nature Ecology & Evolution:11,10.1038/s41467-024-46263-2; 10.1038/s41467-024-52993-0; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-68187-1; 10.1038/s41559-025-02746-z; 10.1038/s41559-025-02911-4; 10.1038/s41559-025-02966-3; 10.1038/s41559-026-03025-1,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0070,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",issue_cluster,major,"For Novelty, scope and Nature-level significance gate, reviewers repeatedly flag uncertainty when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",new; nature; general; impact; interesting; significant; substantial; novel; broad; importance,uncertainty,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,32,22,Nature:27; Nature Communications:3; Nature Ecology & Evolution:2,10.1038/s41467-024-46282-z; 10.1038/s41467-024-52993-0; 10.1038/s41467-025-59974-x; 10.1038/s41559-025-02664-0; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-08313-z,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0071,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",issue_cluster,should_fix,"For Novelty, scope and Nature-level significance gate, reviewers repeatedly flag definition/scope when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",new; nature; general; impact; interesting; significant; substantial; novel; broad; importance,definition/scope,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,26,15,Nature:20; Nature Communications:3; Nature Ecology & Evolution:3,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41559-025-02746-z; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07083-y; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-08106-4; 10.1038/s41586-024-08174-6,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0072,novelty_scope_gate,"Novelty, scope and Nature-level significance gate",issue_cluster,major,"For Novelty, scope and Nature-level significance gate, reviewers repeatedly flag sampling/representativeness when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",new; nature; general; impact; interesting; significant; substantial; novel; broad; importance,sampling/representativeness,forest; climate; biodiversity; species; warming; ecosystem; carbon; soil,explicit conceptual advance; comparison with prior work; scope-limited claims; broad-interest framing,overselling incremental or context-specific findings as general advances,22,15,Nature:12; Nature Communications:9; Nature Ecology & Evolution:1,10.1038/s41467-024-46263-2; 10.1038/s41467-024-48640-3; 10.1038/s41467-024-52993-0; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-67676-7; 10.1038/s41559-025-02911-4; 10.1038/s41586-024-07274-7; 10.1038/s41586-024-07629-0,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0073,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,abstracted_reviewer_concern,major,Observation-product claims require evidence that the measured or remotely sensed variable validly represents the ecological or climate quantity being inferred.,error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement; satellite; classification,uncertainty; observational/product/uncertainty; figure/table clarity; sampling/representativeness; novelty/significance; validation,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem; soil; tundra,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,217,37,Nature:189; Nature Communications:16; Nature Ecology & Evolution:12,10.1038/s41467-024-46263-2; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-65751-7; 10.1038/s41467-025-67676-7; 10.1038/s41559-025-02966-3; 10.1038/s41559-026-03025-1,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0074,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,abstracted_reviewer_concern,major,"Maps, inventories, classifications, and satellite products should report accuracy, bias, false positives/negatives, and spatially explicit uncertainty.",error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement; satellite; classification,uncertainty; observational/product/uncertainty; figure/table clarity; sampling/representativeness; novelty/significance; validation,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem; soil; tundra,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,217,37,Nature:189; Nature Communications:16; Nature Ecology & Evolution:12,10.1038/s41467-024-46263-2; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-65751-7; 10.1038/s41467-025-67676-7; 10.1038/s41559-025-02966-3; 10.1038/s41559-026-03025-1,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0075,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,abstracted_reviewer_concern,major,Product intercomparison or historical reconstruction should address sensor/product changes and out-of-domain regions.,error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement; satellite; classification,uncertainty; observational/product/uncertainty; figure/table clarity; sampling/representativeness; novelty/significance; validation,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem; soil; tundra,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,217,37,Nature:189; Nature Communications:16; Nature Ecology & Evolution:12,10.1038/s41467-024-46263-2; 10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-65751-7; 10.1038/s41467-025-67676-7; 10.1038/s41559-025-02966-3; 10.1038/s41559-026-03025-1,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0076,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,issue_cluster,major,"For Observational product and measurement uncertainty gate, reviewers repeatedly flag uncertainty when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement,uncertainty,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,83,25,Nature:79; Nature Communications:4,10.1038/s41467-024-52993-0; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-67676-7; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07274-7; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-07825-y,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0077,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,issue_cluster,major,"For Observational product and measurement uncertainty gate, reviewers repeatedly flag observational/product/uncertainty when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement,observational/product/uncertainty,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,70,21,Nature:58; Nature Communications:8; Nature Ecology & Evolution:4,10.1038/s41467-024-46263-2; 10.1038/s41467-024-52993-0; 10.1038/s41467-025-63246-z; 10.1038/s41559-025-02966-3; 10.1038/s41586-024-07083-y; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07629-0,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0078,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,issue_cluster,should_fix,"For Observational product and measurement uncertainty gate, reviewers repeatedly flag figure/table clarity when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement,figure/table clarity,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,16,14,Nature:13; Nature Communications:2; Nature Ecology & Evolution:1,10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41559-026-03025-1; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-07825-y; 10.1038/s41586-024-07878-z,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0079,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,issue_cluster,major,"For Observational product and measurement uncertainty gate, reviewers repeatedly flag sampling/representativeness when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement,sampling/representativeness,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,11,7,Nature:11,10.1038/s41586-024-07257-8; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-08106-4; 10.1038/s41586-025-08946-8; 10.1038/s41586-025-09439-4; 10.1038/s41586-025-09781-7; 10.1038/s41586-026-10551-2,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0080,observational_product_uncertainty_gate,Observational product and measurement uncertainty gate,issue_cluster,major,"For Observational product and measurement uncertainty gate, reviewers repeatedly flag novelty/significance when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",error; dataset; product; observation; map; uncertainty; accuracy; remote sensing; detection; measurement,novelty/significance,forest; biodiversity; climate; species; carbon; wildfire; warming; ecosystem,product validation; measurement bias; classification accuracy; spatially explicit uncertainty; sensor/dataset-change checks,treating observation products as ground truth without validation,11,8,Nature:9; Nature Communications:1; Nature Ecology & Evolution:1,10.1038/s41467-024-52993-0; 10.1038/s41559-026-03025-1; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-08106-4; 10.1038/s41586-024-08313-z; 10.1038/s41586-025-09085-w; 10.1038/s41586-025-09806-1; 10.1038/s41586-026-10551-2,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0081,statistical_inference_gate,Statistical inference and uncertainty gate,abstracted_reviewer_concern,major,"Statistical inference should match the sampling design, including spatial/temporal autocorrelation, hierarchical structure, multiple testing, and effect-size interpretation.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value; mixed model; bootstrap,statistical/inference; uncertainty; sampling/representativeness; novelty/significance; figure/table clarity; data/code reproducibility,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming; carbon; tundra,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,96,30,Nature:72; Nature Ecology & Evolution:14; Nature Communications:10,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-63428-9; 10.1038/s41559-025-02911-4; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07257-8,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0082,statistical_inference_gate,Statistical inference and uncertainty gate,abstracted_reviewer_concern,major,"Uncertainty intervals should propagate measurement, model, and sampling uncertainty rather than only reporting fitted-model error.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value; mixed model; bootstrap,statistical/inference; uncertainty; sampling/representativeness; novelty/significance; figure/table clarity; data/code reproducibility,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming; carbon; tundra,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,96,30,Nature:72; Nature Ecology & Evolution:14; Nature Communications:10,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-63428-9; 10.1038/s41559-025-02911-4; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07257-8,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0083,statistical_inference_gate,Statistical inference and uncertainty gate,abstracted_reviewer_concern,major,"Claims of difference, threshold, or nonlinear response need robustness to model specification and data leverage points.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value; mixed model; bootstrap,statistical/inference; uncertainty; sampling/representativeness; novelty/significance; figure/table clarity; data/code reproducibility,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming; carbon; tundra,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,96,30,Nature:72; Nature Ecology & Evolution:14; Nature Communications:10,10.1038/s41467-024-52993-0; 10.1038/s41467-024-54304-z; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-63428-9; 10.1038/s41559-025-02911-4; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07257-8,Abstracted pattern generated from reviewer-comment signals; no raw reviewer text stored.
CECO-P0084,statistical_inference_gate,Statistical inference and uncertainty gate,issue_cluster,major,"For Statistical inference and uncertainty gate, reviewers repeatedly flag statistical/inference when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value,statistical/inference,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,27,16,Nature:19; Nature Communications:6; Nature Ecology & Evolution:2,10.1038/s41467-024-52993-0; 10.1038/s41467-025-59974-x; 10.1038/s41467-025-63246-z; 10.1038/s41467-025-63428-9; 10.1038/s41559-025-02911-4; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07629-0,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0085,statistical_inference_gate,Statistical inference and uncertainty gate,issue_cluster,major,"For Statistical inference and uncertainty gate, reviewers repeatedly flag uncertainty when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value,uncertainty,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,22,10,Nature:17; Nature Ecology & Evolution:5,10.1038/s41559-026-03095-1; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-08576-6; 10.1038/s41586-025-08665-0; 10.1038/s41586-025-09023-w; 10.1038/s41586-025-09781-7; 10.1038/s41586-025-09802-5; 10.1038/s41586-026-10365-2,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0086,statistical_inference_gate,Statistical inference and uncertainty gate,issue_cluster,major,"For Statistical inference and uncertainty gate, reviewers repeatedly flag sampling/representativeness when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value,sampling/representativeness,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,21,12,Nature:18; Nature Ecology & Evolution:2; Nature Communications:1,10.1038/s41467-025-63246-z; 10.1038/s41559-026-03095-1; 10.1038/s41586-024-07264-9; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-07825-y; 10.1038/s41586-024-08174-6; 10.1038/s41586-024-08185-3; 10.1038/s41586-024-08576-6,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0087,statistical_inference_gate,Statistical inference and uncertainty gate,issue_cluster,major,"For Statistical inference and uncertainty gate, reviewers repeatedly flag novelty/significance when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value,novelty/significance,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,9,7,Nature:6; Nature Communications:3,10.1038/s41467-024-54304-z; 10.1038/s41467-025-63246-z; 10.1038/s41586-024-07257-8; 10.1038/s41586-024-07629-0; 10.1038/s41586-024-07657-w; 10.1038/s41586-026-10237-9; 10.1038/s41586-026-10498-4,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
CECO-P0088,statistical_inference_gate,Statistical inference and uncertainty gate,issue_cluster,should_fix,"For Statistical inference and uncertainty gate, reviewers repeatedly flag figure/table clarity when the manuscript's evidence chain does not make this point explicit enough for a broad high-impact-journal audience.",statistical; variance; effect size; sample size; regression; random effect; significance; correlation; confidence; p-value,figure/table clarity,forest; biodiversity; soil; climate; species; ecosystem; conservation; warming,model-design alignment; autocorrelation handling; effect sizes; multiple testing; robust alternatives,confusing statistical significance with ecological importance,6,3,Nature:5; Nature Ecology & Evolution:1,10.1038/s41559-026-03095-1; 10.1038/s41586-024-07657-w; 10.1038/s41586-024-08185-3,"Issue cluster distilled from reviewer-comment metadata and signal terms, not from copied prose."
